,<b>Shareholder</b>
42,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player67_general.html">Player 67</a>
43,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player68_general.html">Player 68</a>
44,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player68_general.html">Player 68</a>
45,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player69_general.html">Player 69</a>
46,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player69_general.html">Player 69</a>
47,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player69_general.html">Player 69</a>
48,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player72_general.html">Player 72</a>
49,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player74_general.html">Player 74</a>
50,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player74_general.html">Player 74</a>
51,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player74_general.html">Player 74</a>
52,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player77_general.html">Player 77</a>
53,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player78_general.html">Player 78</a>
54,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player78_general.html">Player 78</a>
55,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player78_general.html">Player 78</a>
56,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player8_general.html">Player 8</a>
57,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player8_general.html">Player 8</a>
58,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player80_general.html">Player 80</a>
59,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player81_general.html">Player 81</a>
60,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player84_general.html">Player 84</a>
61,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player85_general.html">Player 85</a>
62,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player86_general.html">Player 86</a>
63,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player86_general.html">Player 86</a>
64,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player87_general.html">Player 87</a>
65,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player87_general.html">Player 87</a>
66,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player88_general.html">Player 88</a>
67,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player88_general.html">Player 88</a>
68,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player95_general.html">Player 95</a>
69,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player95_general.html">Player 95</a>
70,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player95_general.html">Player 95</a>
71,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player95_general.html">Player 95</a>
72,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player96_general.html">Player 96</a>
73,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player96_general.html">Player 96</a>
