,<b>Shareholder</b>
70,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player3_general.html">Player 3</a>
71,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player30_general.html">Player 30</a>
72,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player30_general.html">Player 30</a>
73,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player35_general.html">Player 35</a>
74,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player35_general.html">Player 35</a>
75,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player35_general.html">Player 35</a>
76,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player35_general.html">Player 35</a>
77,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player36_general.html">Player 36</a>
78,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player37_general.html">Player 37</a>
79,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player37_general.html">Player 37</a>
80,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player38_general.html">Player 38</a>
81,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player38_general.html">Player 38</a>
82,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player41_general.html">Player 41</a>
83,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player41_general.html">Player 41</a>
84,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player5_general.html">Player 5</a>
85,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player5_general.html">Player 5</a>
86,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player50_general.html">Player 50</a>
87,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player52_general.html">Player 52</a>
88,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player52_general.html">Player 52</a>
89,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player52_general.html">Player 52</a>
90,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player52_general.html">Player 52</a>
91,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player55_general.html">Player 55</a>
92,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player61_general.html">Player 61</a>
93,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player62_general.html">Player 62</a>
94,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player63_general.html">Player 63</a>
95,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player63_general.html">Player 63</a>
96,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player64_general.html">Player 64</a>
97,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player64_general.html">Player 64</a>
98,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player65_general.html">Player 65</a>
99,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player68_general.html">Player 68</a>
100,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player68_general.html">Player 68</a>
101,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player7_general.html">Player 7</a>
102,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player7_general.html">Player 7</a>
103,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player70_general.html">Player 70</a>
104,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player71_general.html">Player 71</a>
105,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player72_general.html">Player 72</a>
106,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player80_general.html">Player 80</a>
107,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player88_general.html">Player 88</a>
108,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player90_general.html">Player 90</a>
109,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player96_general.html">Player 96</a>
110,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player96_general.html">Player 96</a>
111,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player99_general.html">Player 99</a>
112,<a href="https://naiimic.github.io/content/fantasyshares_game/players_html/player99_general.html">Player 99</a>
